robot,variant,coupling,train_terrain,eval_terrain,seed,distance,em,drag_pct,transfer
insect,phi,uncoupled,flat,flat,10,10.51883030820142,0.8796812852840684,74.22333333333333,False
insect,phi,uncoupled,flat,rugged,1,8.890808377502943,0.7677090415198401,53.59333333333333,True
insect,phi,uncoupled,flat,rugged,2,12.185375110930543,0.776844761715755,63.29333333333334,True
insect,phi,uncoupled,flat,rugged,3,7.06572313210046,0.6219849498434861,59.65,True
insect,phi,uncoupled,flat,rugged,4,9.494526663996494,0.8630820398273475,60.07666666666667,True
insect,phi,uncoupled,flat,rugged,5,4.996541001307147,0.5180387642473236,77.6,True
insect,phi,uncoupled,flat,rugged,6,7.905313077800231,0.7073418340412098,68.90333333333334,True
insect,phi,uncoupled,flat,rugged,7,4.84179930537462,0.6232379787492799,66.28,True
insect,phi,uncoupled,flat,rugged,8,7.114775573486593,0.7654123107737867,85.38333333333334,True
insect,phi,uncoupled,flat,rugged,9,9.226832434627386,0.7943299490316192,53.95666666666666,True
insect,phi,uncoupled,flat,rugged,10,7.104580095468418,0.6262054079208597,73.99333333333334,True
insect,phi,uncoupled,rugged,flat,1,9.332220011670804,0.8753190936475734,83.11,True
insect,phi,uncoupled,rugged,flat,2,6.610304931069025,0.7072345496093132,61.18666666666667,True
insect,phi,uncoupled,rugged,flat,3,9.357251975287724,0.8626114585697698,67.10666666666667,True
insect,phi,uncoupled,rugged,flat,4,9.2989086832708,0.8518109916831691,56.95,True
insect,phi,uncoupled,rugged,flat,5,9.67397601356324,0.8796022579906079,52.59333333333333,True
insect,phi,uncoupled,rugged,flat,6,10.346002718252343,0.868035953412224,46.71,True
insect,phi,uncoupled,rugged,flat,7,9.059680132236087,0.8196115686739895,50.24,True
